col1,col2
720,7200
721,7210
722,7220
723,7230
724,7240
725,7250
726,7260
727,7270
728,7280
729,7290
730,7300
731,7310
732,7320
733,7330
734,7340
735,7350
736,7360
737,7370
738,7380
739,7390
740,7400
741,7410
742,7420
743,7430
744,7440
745,7450
746,7460
747,7470
748,7480
749,7490
750,7500
751,7510
752,7520
753,7530
754,7540
755,7550
756,7560
757,7570
758,7580
759,7590
760,7600
761,7610
762,7620
763,7630
764,7640
765,7650
766,7660
767,7670
768,7680
769,7690
770,7700
771,7710
772,7720
773,7730
774,7740
775,7750
776,7760
777,7770
778,7780
779,7790
780,7800
781,7810
782,7820
783,7830
784,7840
785,7850
786,7860
787,7870
788,7880
789,7890
790,7900
791,7910
792,7920
793,7930
794,7940
795,7950
796,7960
797,7970
798,7980
799,7990
800,8000
801,8010
802,8020
803,8030
804,8040
805,8050
806,8060
807,8070
808,8080
809,8090
810,8100
811,8110
812,8120
813,8130
814,8140
815,8150
816,8160
817,8170
818,8180
819,8190
820,8200
821,8210
822,8220
823,8230
824,8240
825,8250
826,8260
827,8270
828,8280
829,8290
830,8300
831,8310
832,8320
833,8330
834,8340
835,8350
836,8360
837,8370
838,8380
839,8390
840,8400
841,8410
842,8420
843,8430
844,8440
845,8450
846,8460
847,8470
848,8480
849,8490
850,8500
851,8510
852,8520
853,8530
854,8540
855,8550
856,8560
857,8570
858,8580
859,8590
860,8600
861,8610
862,8620
863,8630
864,8640
865,8650
866,8660
867,8670
868,8680
869,8690
870,8700
871,8710
872,8720
873,8730
874,8740
875,8750
876,8760
877,8770
878,8780
879,8790
880,8800
881,8810
882,8820
883,8830
884,8840
885,8850
886,8860
887,8870
888,8880
889,8890
890,8900
891,8910
892,8920
893,8930
894,8940
895,8950
896,8960
897,8970
898,8980
899,8990
900,9000
901,9010
902,9020
903,9030
904,9040
905,9050
906,9060
907,9070
908,9080
909,9090
910,9100
911,9110
912,9120
913,9130
914,9140
915,9150
916,9160
917,9170
918,9180
919,9190
920,9200
921,9210
922,9220
923,9230
924,9240
925,9250
926,9260
927,9270
928,9280
929,9290
930,9300
931,9310
932,9320
933,9330
934,9340
935,9350
936,9360
937,9370
938,9380
939,9390
940,9400
941,9410
942,9420
943,9430
944,9440
945,9450
946,9460
947,9470
948,9480
949,9490
950,9500
951,9510
952,9520
953,9530
954,9540
955,9550
956,9560
957,9570
958,9580
959,9590
960,9600
961,9610
962,9620
963,9630
964,9640
965,9650
966,9660
967,9670
968,9680
969,9690
970,9700
971,9710
972,9720
973,9730
974,9740
975,9750
976,9760
977,9770
978,9780
979,9790
980,9800
981,9810
982,9820
983,9830
984,9840
985,9850
986,9860
987,9870
988,9880
989,9890
990,9900
991,9910
992,9920
993,9930
994,9940
995,9950
996,9960
997,9970
998,9980
999,9990
1000,10000
1001,10010
1002,10020
1003,10030
1004,10040
1005,10050
1006,10060
1007,10070
1008,10080
1009,10090
1010,10100
1011,10110
1012,10120
1013,10130
1014,10140
1015,10150
1016,10160
1017,10170
1018,10180
1019,10190
1020,10200
1021,10210
1022,10220
1023,10230
1024,10240
1025,10250
1026,10260
1027,10270
1028,10280
1029,10290
1030,10300
1031,10310
1032,10320
1033,10330
1034,10340
1035,10350
1036,10360
1037,10370
1038,10380
1039,10390
1040,10400
1041,10410
1042,10420
1043,10430
1044,10440
1045,10450
1046,10460
1047,10470
1048,10480
1049,10490
1050,10500
1051,10510
1052,10520
1053,10530
1054,10540
1055,10550
1056,10560
1057,10570
1058,10580
1059,10590
1060,10600
1061,10610
1062,10620
1063,10630
1064,10640
1065,10650
1066,10660
1067,10670
1068,10680
1069,10690
1070,10700
1071,10710
1072,10720
1073,10730
1074,10740
1075,10750
1076,10760
1077,10770
1078,10780
1079,10790
1080,10800
1081,10810
1082,10820
1083,10830
1084,10840
1085,10850
1086,10860
1087,10870
1088,10880
1089,10890
1090,10900
1091,10910
1092,10920
1093,10930
1094,10940
1095,10950
1096,10960
1097,10970
1098,10980
1099,10990
1100,11000
1101,11010
1102,11020
1103,11030
1104,11040
1105,11050
1106,11060
1107,11070
1108,11080
1109,11090
1110,11100
1111,11110
1112,11120
1113,11130
1114,11140
1115,11150
1116,11160
1117,11170
1118,11180
1119,11190
1120,11200
1121,11210
1122,11220
1123,11230
1124,11240
1125,11250
1126,11260
1127,11270
1128,11280
1129,11290
1130,11300
1131,11310
1132,11320
1133,11330
1134,11340
1135,11350
1136,11360
1137,11370
1138,11380
1139,11390
1140,11400
1141,11410
1142,11420
1143,11430
1144,11440
1145,11450
1146,11460
1147,11470
1148,11480
1149,11490
1150,11500
1151,11510
1152,11520
1153,11530
1154,11540
1155,11550
1156,11560
1157,11570
1158,11580
1159,11590
1160,11600
1161,11610
1162,11620
1163,11630
1164,11640
1165,11650
1166,11660
1167,11670
1168,11680
1169,11690
1170,11700
1171,11710
1172,11720
1173,11730
1174,11740
1175,11750
1176,11760
1177,11770
1178,11780
1179,11790
1180,11800
1181,11810
1182,11820
1183,11830
1184,11840
1185,11850
1186,11860
1187,11870
1188,11880
1189,11890
1190,11900
1191,11910
1192,11920
1193,11930
1194,11940
1195,11950
1196,11960
1197,11970
1198,11980
1199,11990
1200,12000
1201,12010
1202,12020
1203,12030
1204,12040
1205,12050
1206,12060
1207,12070
1208,12080
1209,12090
1210,12100
1211,12110
1212,12120
1213,12130
1214,12140
1215,12150
1216,12160
1217,12170
1218,12180
1219,12190
1220,12200
1221,12210
1222,12220
1223,12230
1224,12240
1225,12250
1226,12260
1227,12270
1228,12280
1229,12290
1230,12300
1231,12310
1232,12320
1233,12330
1234,12340
1235,12350
1236,12360
1237,12370
1238,12380
1239,12390
1240,12400
1241,12410
1242,12420
1243,12430
1244,12440
1245,12450
1246,12460
1247,12470
1248,12480
1249,12490
1250,12500
1251,12510
1252,12520
1253,12530
1254,12540
1255,12550
1256,12560
1257,12570
1258,12580
1259,12590
1260,12600
1261,12610
1262,12620
1263,12630
1264,12640
1265,12650
1266,12660
1267,12670
1268,12680
1269,12690
1270,12700
1271,12710
1272,12720
1273,12730
1274,12740
1275,12750
1276,12760
1277,12770
1278,12780
1279,12790
1280,12800
1281,12810
1282,12820
1283,12830
1284,12840
1285,12850
1286,12860
1287,12870
1288,12880
1289,12890
1290,12900
1291,12910
1292,12920
1293,12930
1294,12940
1295,12950
1296,12960
1297,12970
1298,12980
1299,12990
1300,13000
1301,13010
1302,13020
1303,13030
1304,13040
1305,13050
1306,13060
1307,13070
1308,13080
1309,13090
1310,13100
1311,13110
1312,13120
1313,13130
1314,13140
1315,13150
1316,13160
1317,13170
1318,13180
1319,13190
1320,13200
1321,13210
1322,13220
1323,13230
1324,13240
1325,13250
1326,13260
1327,13270
1328,13280
1329,13290
1330,13300
1331,13310
1332,13320
1333,13330
1334,13340
1335,13350
1336,13360
1337,13370
1338,13380
1339,13390
1340,13400
1341,13410
1342,13420
1343,13430
1344,13440
1345,13450
1346,13460
1347,13470
1348,13480
1349,13490
1350,13500
1351,13510
1352,13520
1353,13530
1354,13540
1355,13550
1356,13560
1357,13570
1358,13580
1359,13590
1360,13600
1361,13610
1362,13620
1363,13630
1364,13640
1365,13650
1366,13660
1367,13670
1368,13680
1369,13690
1370,13700
1371,13710
1372,13720
1373,13730
1374,13740
1375,13750
1376,13760
1377,13770
1378,13780
1379,13790
1380,13800
1381,13810
1382,13820
1383,13830
1384,13840
1385,13850
1386,13860
1387,13870
1388,13880
1389,13890
1390,13900
1391,13910
1392,13920
1393,13930
1394,13940
1395,13950
1396,13960
1397,13970
1398,13980
1399,13990
1400,14000
1401,14010
1402,14020
1403,14030
1404,14040
1405,14050
1406,14060
1407,14070
1408,14080
1409,14090
1410,14100
1411,14110
1412,14120
1413,14130
1414,14140
1415,14150
1416,14160
1417,14170
1418,14180
1419,14190
1420,14200
1421,14210
1422,14220
1423,14230
1424,14240
1425,14250
1426,14260
1427,14270
1428,14280
1429,14290
1430,14300
1431,14310
1432,14320
1433,14330
1434,14340
1435,14350
1436,14360
1437,14370
1438,14380
1439,14390
1440,14400
1441,14410
1442,14420
1443,14430
1444,14440
1445,14450
1446,14460
1447,14470
1448,14480
1449,14490
1450,14500
1451,14510
1452,14520
1453,14530
1454,14540
1455,14550
1456,14560
1457,14570
1458,14580
1459,14590
1460,14600
1461,14610
1462,14620
1463,14630
1464,14640
1465,14650
1466,14660
1467,14670
1468,14680
1469,14690
1470,14700
1471,14710
1472,14720
1473,14730
1474,14740
1475,14750
1476,14760
1477,14770
1478,14780
1479,14790
1480,14800
1481,14810
1482,14820
1483,14830
1484,14840
1485,14850
1486,14860
1487,14870
1488,14880
1489,14890
1490,14900
1491,14910
1492,14920
1493,14930
1494,14940
1495,14950
1496,14960
1497,14970
1498,14980
1499,14990
1500,15000
1501,15010
1502,15020
1503,15030
1504,15040
1505,15050
1506,15060
1507,15070
1508,15080
1509,15090
1510,15100
1511,15110
1512,15120
1513,15130
1514,15140
1515,15150
1516,15160
1517,15170
1518,15180
1519,15190
1520,15200
1521,15210
1522,15220
1523,15230
1524,15240
1525,15250
1526,15260
1527,15270
1528,15280
1529,15290
1530,15300
1531,15310
1532,15320
1533,15330
1534,15340
1535,15350
1536,15360
1537,15370
1538,15380
1539,15390
1540,15400
1541,15410
1542,15420
1543,15430
1544,15440
1545,15450
1546,15460
1547,15470
1548,15480
1549,15490
1550,15500
1551,15510
1552,15520
1553,15530
1554,15540
1555,15550
1556,15560
1557,15570
1558,15580
1559,15590
1560,15600
1561,15610
1562,15620
1563,15630
1564,15640
1565,15650
1566,15660
1567,15670
1568,15680
1569,15690
1570,15700
1571,15710
1572,15720
1573,15730
1574,15740
1575,15750
1576,15760
1577,15770
1578,15780
1579,15790
1580,15800
1581,15810
1582,15820
1583,15830
1584,15840
1585,15850
1586,15860
1587,15870
1588,15880
1589,15890
1590,15900
1591,15910
1592,15920
1593,15930
1594,15940
1595,15950
1596,15960
1597,15970
1598,15980
1599,15990
1600,16000
1601,16010
1602,16020
1603,16030
1604,16040
1605,16050
1606,16060
1607,16070
1608,16080
1609,16090
1610,16100
1611,16110
1612,16120
1613,16130
1614,16140
1615,16150
1616,16160
1617,16170
1618,16180
1619,16190
1620,16200
1621,16210
1622,16220
1623,16230
1624,16240
1625,16250
1626,16260
1627,16270
1628,16280
1629,16290
1630,16300
1631,16310
1632,16320
1633,16330
1634,16340
1635,16350
1636,16360
1637,16370
1638,16380
1639,16390
1640,16400
1641,16410
1642,16420
1643,16430
1644,16440
1645,16450
1646,16460
1647,16470
1648,16480
1649,16490
1650,16500
1651,16510
1652,16520
1653,16530
1654,16540
1655,16550
1656,16560
1657,16570
1658,16580
1659,16590
1660,16600
1661,16610
1662,16620
1663,16630
1664,16640
1665,16650
1666,16660
1667,16670
1668,16680
1669,16690
1670,16700
1671,16710
1672,16720
1673,16730
1674,16740
1675,16750
1676,16760
1677,16770
1678,16780
1679,16790
1680,16800
1681,16810
1682,16820
1683,16830
1684,16840
1685,16850
1686,16860
1687,16870
1688,16880
1689,16890
1690,16900
1691,16910
1692,16920
1693,16930
1694,16940
1695,16950
1696,16960
1697,16970
1698,16980
1699,16990
1700,17000
1701,17010
1702,17020
1703,17030
1704,17040
1705,17050
1706,17060
1707,17070
1708,17080
1709,17090
1710,17100
1711,17110
1712,17120
1713,17130
1714,17140
1715,17150
1716,17160
1717,17170
1718,17180
1719,17190
1720,17200
1721,17210
1722,17220
1723,17230
1724,17240
1725,17250
1726,17260
1727,17270
1728,17280
1729,17290
1730,17300
1731,17310
1732,17320
1733,17330
1734,17340
1735,17350
1736,17360
1737,17370
1738,17380
1739,17390
1740,17400
1741,17410
1742,17420
1743,17430
1744,17440
1745,17450
1746,17460
1747,17470
1748,17480
1749,17490
1750,17500
1751,17510
1752,17520
1753,17530
1754,17540
1755,17550
1756,17560
1757,17570
1758,17580
1759,17590
1760,17600
1761,17610
1762,17620
1763,17630
1764,17640
1765,17650
1766,17660
1767,17670
1768,17680
1769,17690
1770,17700
1771,17710
1772,17720
1773,17730
1774,17740
1775,17750
1776,17760
1777,17770
1778,17780
1779,17790
1780,17800
1781,17810
1782,17820
1783,17830
1784,17840
1785,17850
1786,17860
1787,17870
1788,17880
1789,17890
1790,17900
1791,17910
1792,17920
1793,17930
1794,17940
1795,17950
1796,17960
1797,17970
1798,17980
1799,17990
1800,18000
1801,18010
1802,18020
1803,18030
1804,18040
1805,18050
1806,18060
1807,18070
1808,18080
1809,18090
1810,18100
1811,18110
1812,18120
1813,18130
1814,18140
1815,18150
1816,18160
1817,18170
1818,18180
1819,18190
1820,18200
1821,18210
1822,18220
1823,18230
1824,18240
1825,18250
1826,18260
1827,18270
1828,18280
1829,18290
1830,18300
1831,18310
1832,18320
1833,18330
1834,18340
1835,18350
1836,18360
1837,18370
1838,18380
1839,18390
1840,18400
1841,18410
1842,18420
1843,18430
1844,18440
1845,18450
1846,18460
1847,18470
1848,18480
1849,18490
1850,18500
1851,18510
1852,18520
1853,18530
1854,18540
1855,18550
1856,18560
1857,18570
1858,18580
1859,18590
1860,18600
1861,18610
1862,18620
1863,18630
1864,18640
1865,18650
1866,18660
1867,18670
1868,18680
1869,18690
1870,18700
1871,18710
1872,18720
1873,18730
1874,18740
1875,18750
1876,18760
1877,18770
1878,18780
1879,18790
1880,18800
1881,18810
1882,18820
1883,18830
1884,18840
1885,18850
1886,18860
1887,18870
1888,18880
1889,18890
1890,18900
1891,18910
1892,18920
1893,18930
1894,18940
1895,18950
1896,18960
1897,18970
1898,18980
1899,18990
1900,19000
1901,19010
1902,19020
1903,19030
1904,19040
1905,19050
1906,19060
1907,19070
1908,19080
1909,19090
1910,19100
1911,19110
1912,19120
1913,19130
1914,19140
1915,19150
1916,19160
1917,19170
1918,19180
1919,19190
1920,19200
1921,19210
1922,19220
1923,19230
1924,19240
1925,19250
1926,19260
1927,19270
1928,19280
1929,19290
1930,19300
1931,19310
1932,19320
1933,19330
1934,19340
1935,19350
1936,19360
1937,19370
1938,19380
1939,19390
1940,19400
1941,19410
1942,19420
1943,19430
1944,19440
1945,19450
1946,19460
1947,19470
1948,19480
1949,19490
1950,19500
1951,19510
1952,19520
1953,19530
1954,19540
1955,19550
1956,19560
1957,19570
1958,19580
1959,19590
1960,19600
1961,19610
1962,19620
1963,19630
1964,19640
1965,19650
1966,19660
1967,19670
1968,19680
1969,19690
1970,19700
1971,19710
1972,19720
1973,19730
1974,19740
1975,19750
1976,19760
1977,19770
1978,19780
1979,19790
1980,19800
1981,19810
1982,19820
1983,19830
1984,19840
1985,19850
1986,19860
1987,19870
1988,19880
1989,19890
1990,19900
1991,19910
1992,19920
1993,19930
1994,19940
1995,19950
1996,19960
1997,19970
1998,19980
1999,19990
2000,20000
2001,20010
2002,20020
2003,20030
2004,20040
2005,20050
2006,20060
2007,20070
2008,20080
2009,20090
2010,20100
2011,20110
2012,20120
2013,20130
2014,20140
2015,20150
2016,20160
2017,20170
2018,20180
2019,20190
2020,20200
2021,20210
2022,20220
2023,20230
2024,20240
2025,20250
2026,20260
2027,20270
2028,20280
2029,20290
2030,20300
2031,20310
2032,20320
2033,20330
2034,20340
2035,20350
2036,20360
2037,20370
2038,20380
2039,20390
2040,20400
2041,20410
2042,20420
2043,20430
2044,20440
2045,20450
2046,20460
2047,20470
2048,20480
2049,20490
2050,20500
2051,20510
2052,20520
2053,20530
2054,20540
2055,20550
2056,20560
2057,20570
2058,20580
2059,20590
2060,20600
2061,20610
2062,20620
2063,20630
2064,20640
2065,20650
2066,20660
2067,20670
2068,20680
2069,20690
2070,20700
2071,20710
2072,20720
2073,20730
2074,20740
2075,20750
2076,20760
2077,20770
2078,20780
2079,20790
2080,20800
2081,20810
2082,20820
2083,20830
2084,20840
2085,20850
2086,20860
2087,20870
2088,20880
2089,20890
2090,20900
2091,20910
2092,20920
2093,20930
2094,20940
2095,20950
2096,20960
2097,20970
2098,20980
2099,20990
2100,21000
2101,21010
2102,21020
2103,21030
2104,21040
2105,21050
2106,21060
2107,21070
2108,21080
2109,21090
2110,21100
2111,21110
2112,21120
2113,21130
2114,21140
2115,21150
2116,21160
2117,21170
2118,21180
2119,21190
2120,21200
2121,21210
2122,21220
2123,21230
2124,21240
2125,21250
2126,21260
2127,21270
2128,21280
2129,21290
2130,21300
2131,21310
2132,21320
2133,21330
2134,21340
2135,21350
2136,21360
2137,21370
2138,21380
2139,21390
2140,21400
2141,21410
2142,21420
2143,21430
2144,21440
2145,21450
2146,21460
2147,21470
2148,21480
2149,21490
2150,21500
2151,21510
2152,21520
2153,21530
2154,21540
2155,21550
2156,21560
2157,21570
2158,21580
2159,21590
2160,21600
2161,21610
2162,21620
2163,21630
2164,21640
2165,21650
2166,21660
2167,21670
2168,21680
2169,21690
2170,21700
2171,21710
2172,21720
2173,21730
2174,21740
2175,21750
2176,21760
2177,21770
2178,21780
2179,21790
2180,21800
2181,21810
2182,21820
2183,21830
2184,21840
2185,21850
2186,21860
2187,21870
2188,21880
2189,21890
2190,21900
2191,21910
2192,21920
2193,21930
2194,21940
2195,21950
2196,21960
2197,21970
2198,21980
2199,21990
2200,22000
2201,22010
2202,22020
2203,22030
2204,22040
2205,22050
2206,22060
2207,22070
2208,22080
2209,22090
2210,22100
2211,22110
2212,22120
2213,22130
2214,22140
2215,22150
2216,22160
2217,22170
2218,22180
2219,22190
2220,22200
2221,22210
2222,22220
2223,22230
2224,22240
2225,22250
2226,22260
2227,22270
2228,22280
2229,22290
2230,22300
2231,22310
2232,22320
2233,22330
2234,22340
2235,22350
2236,22360
2237,22370
2238,22380
2239,22390
2240,22400
2241,22410
2242,22420
2243,22430
2244,22440
2245,22450
2246,22460
2247,22470
2248,22480
2249,22490
2250,22500
2251,22510
2252,22520
2253,22530
2254,22540
2255,22550
2256,22560
2257,22570
2258,22580
2259,22590
2260,22600
2261,22610
2262,22620
2263,22630
2264,22640
2265,22650
2266,22660
2267,22670
2268,22680
2269,22690
2270,22700
2271,22710
2272,22720
2273,22730
2274,22740
2275,22750
2276,22760
2277,22770
2278,22780
2279,22790
2280,22800
2281,22810
2282,22820
2283,22830
2284,22840
2285,22850
2286,22860
2287,22870
2288,22880
2289,22890
2290,22900
2291,22910
2292,22920
2293,22930
2294,22940
2295,22950
2296,22960
2297,22970
2298,22980
2299,22990
2300,23000
2301,23010
2302,23020
2303,23030
2304,23040
2305,23050
2306,23060
2307,23070
2308,23080
2309,23090
2310,23100
2311,23110
2312,23120
2313,23130
2314,23140
2315,23150
2316,23160
2317,23170
2318,23180
2319,23190
2320,23200
2321,23210
2322,23220
2323,23230
2324,23240
2325,23250
2326,23260
2327,23270
2328,23280
2329,23290
2330,23300
2331,23310
2332,23320
2333,23330
2334,23340
2335,23350
2336,23360
2337,23370
2338,23380
2339,23390
2340,23400
2341,23410
2342,23420
2343,23430
2344,23440
2345,23450
2346,23460
2347,23470
2348,23480
2349,23490
2350,23500
2351,23510
2352,23520
2353,23530
2354,23540
2355,23550
2356,23560
2357,23570
2358,23580
2359,23590
2360,23600
2361,23610
2362,23620
2363,23630
2364,23640
2365,23650
2366,23660
2367,23670
2368,23680
2369,23690
2370,23700
2371,23710
2372,23720
2373,23730
2374,23740
2375,23750
2376,23760
2377,23770
2378,23780
2379,23790
2380,23800
2381,23810
2382,23820
2383,23830
2384,23840
2385,23850
2386,23860
2387,23870
2388,23880
2389,23890
2390,23900
2391,23910
2392,23920
2393,23930
2394,23940
2395,23950
2396,23960
2397,23970
2398,23980
2399,23990
2400,24000
2401,24010
2402,24020
2403,24030
2404,24040
2405,24050
2406,24060
2407,24070
2408,24080
2409,24090
2410,24100
2411,24110
2412,24120
2413,24130
2414,24140
2415,24150
2416,24160
2417,24170
2418,24180
2419,24190
2420,24200
2421,24210
2422,24220
2423,24230
2424,24240
2425,24250
2426,24260
2427,24270
2428,24280
2429,24290
2430,24300
2431,24310
2432,24320
2433,24330
2434,24340
2435,24350
2436,24360
2437,24370
2438,24380
2439,24390
2440,24400
2441,24410
2442,24420
2443,24430
2444,24440
2445,24450
2446,24460
2447,24470
2448,24480
2449,24490
2450,24500
2451,24510
2452,24520
2453,24530
2454,24540
2455,24550
2456,24560
2457,24570
2458,24580
2459,24590
2460,24600
2461,24610
2462,24620
2463,24630
2464,24640
2465,24650
2466,24660
2467,24670
2468,24680
2469,24690
2470,24700
2471,24710
2472,24720
2473,24730
2474,24740
2475,24750
2476,24760
2477,24770
2478,24780
2479,24790
2480,24800
2481,24810
2482,24820
2483,24830
2484,24840
2485,24850
2486,24860
2487,24870
2488,24880
2489,24890
2490,24900
2491,24910
2492,24920
2493,24930
2494,24940
2495,24950
2496,24960
2497,24970
2498,24980
2499,24990
2500,25000
2501,25010
2502,25020
2503,25030
2504,25040
2505,25050
2506,25060
2507,25070
2508,25080
2509,25090
2510,25100
2511,25110
2512,25120
2513,25130
2514,25140
